Cluster_house	Latitude_house	Longitude_house	NO UNITS_house	Cluster_work	Latitude_work	Longitude_work	NO UNITS_work	house_coords	work_coords	Distance	path	route_start	route_end	path_distance
0	30.4304587889969	-91.09759336886445	141107.0	3	30.44873551668304	-91.15649038612091	1235.0	(np.float64(30.4304587889969), np.float64(-91.09759336886445))	(30.44873551668304, -91.15649038612091)	3.734077750776818	[(30.413358, -91.132428), (30.41502, -91.13322), (30.415614, -91.134239), (30.419936, -91.141684), (30.42373, -91.148442), (30.423736, -91.148453), (30.425203, -91.151066), (30.426633, -91.153542), (30.429279, -91.154847), (30.429967, -91.155138), (30.432441, -91.155429), (30.433014, -91.155377), (30.433358, -91.155297), (30.434068, -91.155007), (30.435351, -91.154267), (30.436611, -91.153632), (30.437001, -91.1535), (30.439178, -91.153421), (30.44014, -91.153448), (30.440644, -91.153659), (30.44156, -91.154347), (30.442408, -91.155061), (30.442752, -91.155432)]	(30.413358, -91.132428)	(30.442752, -91.155432)	2.7675529939385086
